rank is 7 send time is 0.000000s
rank is 7 recv time is 0.000000s
rank is 7 isend time is 0.004919s
rank is 7 irecv time is 0.000168s
rank is 7 wait time is 0.010234s
rank is 7 wait all time is 0.019080s
rank is 7 bcast time is 0.000000s
rank is 4 send time is 0.000000s
rank is 4 recv time is 0.000000s
rank is 4 isend time is 0.004655s
rank is 4 irecv time is 0.000211s
rank is 4 wait time is 0.023608s
rank is 7 alltoall time is 0.000000s
rank is 7 alltoallv time is 0.000000s
rank is 7 reduce time is 0.000000s
rank is 7 allreduce time is 0.041699s
rank is 7 all comm time is 0.076099s

rank is 5 send time is 0.000000s
rank is 5 recv time is 0.000000s
rank is 5 isend time is 0.004777s
rank is 5 irecv time is 0.000162s
rank is 5 wait time is 0.021293s
rank is 5 wait all time is 0.022077s
rank is 5 bcast time is 0.000000s
rank is 5 alltoall time is 0.000000s
rank is 5 alltoallv time is 0.000000s
rank is 5 reduce time is 0.000000s
rank is 5 allreduce time is 0.036540s
rank is 5 all comm time is 0.084849s

rank is 6 send time is 0.000000s
rank is 6 recv time is 0.000000s
rank is 6 isend time is 0.005198s
rank is 6 irecv time is 0.000207s
rank is 6 wait time is 0.018436s
rank is 6 wait all time is 0.015058s
rank is 3 send time is 0.000000s
rank is 3 recv time is 0.000000s
rank is 3 isend time is 0.004809s
rank is 3 irecv time is 0.000184s
rank is 3 wait time is 0.019893s
rank is 3 wait all time is 0.020769s
rank is 3 bcast time is 0.000000s
rank is 4 wait all time is 0.015615s
rank is 4 bcast time is 0.000000s
rank is 4 alltoall time is 0.000000s
rank is 4 alltoallv time is 0.000000s
rank is 4 reduce time is 0.000000s
rank is 4 allreduce time is 0.024622s
rank is 4 all comm time is 0.068711s

rank is 6 bcast time is 0.000000s
rank is 6 alltoall time is 0.000000s
rank is 6 alltoallv time is 0.000000s
rank is 6 reduce time is 0.000000s
rank is 3 alltoall time is 0.000000s
rank is 3 alltoallv time is 0.000000s
rank is 3 reduce time is 0.000000s
rank is 3 allreduce time is 0.029046s
rank is 3 all comm time is 0.074701s

rank is 6 allreduce time is 0.038814s
rank is 6 all comm time is 0.077713s
rank is 2 send time is 0.000000s
rank is 2 recv time is 0.000000s
rank is 2 isend time is 0.004513s

rank is 2 irecv time is 0.000264s
rank is 2 wait time is 0.021177s
rank is 2 wait all time is 0.015265s
rank is 2 bcast time is 0.000000s
rank is 2 alltoall time is 0.000000s
rank is 2 alltoallv time is 0.000000s
rank is 2 reduce time is 0.000000s
rank is 2 allreduce time is 0.021497s
rank is 2 all comm time is 0.062716s

rank is 0 send time is 0.000000s
rank is 0 recv time is 0.000000s
rank is 0 isend time is 0.004007s
rank is 0 irecv time is 0.000221s
rank is 0 wait time is 0.028944s
rank is 0 wait all time is 0.010171s
rank is 0 bcast time is 0.000000s
rank is 1 send time is 0.000000s
rank is 0 alltoall time is 0.000000s
rank is 0 alltoallv time is 0.000000s
rank is 0 reduce time is 0.000000s
rank is 0 allreduce time is 0.000940s
rank is 0 all comm time is 0.044284s

rank is 1 recv time is 0.000000s
rank is 1 isend time is 0.004130s
rank is 1 irecv time is 0.000219s
rank is 1 wait time is 0.021745s
rank is 1 wait all time is 0.010919s
rank is 1 bcast time is 0.000000s
rank is 1 alltoall time is 0.000000s
rank is 1 alltoallv time is 0.000000s
rank is 1 reduce time is 0.000000s
rank is 1 allreduce time is 0.009654s
rank is 1 all comm time is 0.046667s
