benchmark,mode,processes,bytes,metric,run1,run2,run3,avg_of_3runs
reduce,Unenc,2,4,t_avg[usec],22.12,24.12,23.21,23.150000000000002
reduce,Unenc,2,8,t_avg[usec],22.38,23.95,23.67,23.333333333333332
reduce,Unenc,2,16,t_avg[usec],22.25,24.34,23.71,23.433333333333334
reduce,Unenc,2,32,t_avg[usec],22.52,24.81,24.07,23.8
reduce,Unenc,2,64,t_avg[usec],22.77,25.82,25.77,24.786666666666665
reduce,Unenc,2,128,t_avg[usec],24.19,28.22,28.99,27.133333333333333
reduce,Unenc,2,256,t_avg[usec],38.1,38.43,38.73,38.42
reduce,Unenc,2,512,t_avg[usec],42.22,42.02,42.23,42.156666666666666
reduce,Unenc,2,1024,t_avg[usec],49.69,49.47,49.19,49.449999999999996
reduce,Unenc,2,2048,t_avg[usec],64.28,64.46,64.66,64.46666666666667
reduce,Unenc,2,4096,t_avg[usec],68.7,68.92,69.03,68.88333333333334
reduce,Unenc,2,8192,t_avg[usec],88.35,88.53,88.65,88.51
reduce,Unenc,2,16384,t_avg[usec],127.79,127.56,127.68,127.67666666666668
reduce,Unenc,2,32768,t_avg[usec],201.29,200.77,200.88,200.98
reduce,Unenc,2,65536,t_avg[usec],342.18,341.66,342.02,341.9533333333333
reduce,Unenc,2,131072,t_avg[usec],1080.59,1074.29,1072.34,1075.74
reduce,Unenc,2,262144,t_avg[usec],2418.61,2415.55,2406.26,2413.4733333333334
reduce,Unenc,2,524288,t_avg[usec],5820.44,5077.67,5085.29,5327.8
reduce,Unenc,2,1048576,t_avg[usec],10468.67,10417.44,10416.33,10434.146666666667
reduce,Unenc,2,2097152,t_avg[usec],21274.96,21060.96,21086.14,21140.686666666665
reduce,Unenc,2,4194304,t_avg[usec],42837.98,42378.62,42499.54,42572.04666666667
reduce,Unenc,4,0,t_avg[usec],0.03,0.03,0.04,0.03333333333333333
reduce,Unenc,4,4,t_avg[usec],25.29,16.22,20.38,20.63
reduce,Unenc,4,8,t_avg[usec],25.09,16.35,20.58,20.673333333333332
reduce,Unenc,4,16,t_avg[usec],25.61,16.5,20.51,20.873333333333335
reduce,Unenc,4,32,t_avg[usec],25.27,16.93,20.61,20.936666666666667
reduce,Unenc,4,64,t_avg[usec],20.23,17.85,20.69,19.59
reduce,Unenc,4,128,t_avg[usec],19.26,16.69,20.14,18.69666666666667
reduce,Unenc,4,256,t_avg[usec],24.37,17.86,21.67,21.3
reduce,Unenc,4,512,t_avg[usec],37.68,37.58,37.66,37.64
reduce,Unenc,4,1024,t_avg[usec],41.88,41.87,41.96,41.903333333333336
reduce,Unenc,4,2048,t_avg[usec],49.84,49.84,50.15,49.943333333333335
reduce,Unenc,4,4096,t_avg[usec],53.34,52.55,52.64,52.843333333333334
reduce,Unenc,4,8192,t_avg[usec],75.25,74.53,74.63,74.80333333333333
reduce,Unenc,4,16384,t_avg[usec],111.91,111.3,111.59,111.6
reduce,Unenc,4,32768,t_avg[usec],196.46,196.02,196.8,196.42666666666668
reduce,Unenc,4,65536,t_avg[usec],345.82,344.71,345.17,345.23333333333335
reduce,Unenc,4,131072,t_avg[usec],489.19,487.28,485.34,487.27
reduce,Unenc,4,262144,t_avg[usec],934.04,944.78,968.11,948.9766666666667
reduce,Unenc,4,524288,t_avg[usec],2181.2,2168.72,2184.62,2178.18
reduce,Unenc,4,1048576,t_avg[usec],9662.52,9645.51,9615.7,9641.243333333334
reduce,Unenc,4,2097152,t_avg[usec],20319.17,20334.42,20322.01,20325.199999999997
reduce,Unenc,4,4194304,t_avg[usec],41718.82,41707.34,41637.41,41687.85666666667
reduce,Unenc,8,0,t_avg[usec],0.03,0.03,0.03,0.03
reduce,Unenc,8,4,t_avg[usec],37.93,38.35,35.34,37.20666666666667
reduce,Unenc,8,8,t_avg[usec],38.34,37.97,35.54,37.28333333333333
reduce,Unenc,8,16,t_avg[usec],38.1,38.21,35.55,37.28666666666667
reduce,Unenc,8,32,t_avg[usec],38.16,37.97,35.67,37.266666666666666
reduce,Unenc,8,64,t_avg[usec],38.51,36.7,35.91,37.04
reduce,Unenc,8,128,t_avg[usec],39.27,36.26,36.45,37.32666666666667
reduce,Unenc,8,256,t_avg[usec],39.2,36.34,38.83,38.123333333333335
reduce,Unenc,8,512,t_avg[usec],39.39,36.96,39.77,38.70666666666667
reduce,Unenc,8,1024,t_avg[usec],45.54,44.46,45.95,45.31666666666667
reduce,Unenc,8,2048,t_avg[usec],55.72,51.8,56.92,54.81333333333333
reduce,Unenc,8,4096,t_avg[usec],74.8,68.3,71.02,71.37333333333333
reduce,Unenc,8,8192,t_avg[usec],104.19,93.91,100.68,99.59333333333333
reduce,Unenc,8,16384,t_avg[usec],319.8,315.6,319.84,318.41333333333336
reduce,Unenc,8,32768,t_avg[usec],645.71,630.13,644.92,640.2533333333333
reduce,Unenc,8,65536,t_avg[usec],1206.09,1198.09,1201.78,1201.9866666666667
reduce,Unenc,8,131072,t_avg[usec],2367.69,2361.51,2365.98,2365.06
reduce,Unenc,8,262144,t_avg[usec],1628.9,1648.03,1632.17,1636.3666666666668
reduce,Unenc,8,524288,t_avg[usec],3185.87,3199.77,3180.02,3188.5533333333333
reduce,Unenc,8,1048576,t_avg[usec],6213.43,6232.12,6218.49,6221.346666666666
reduce,Unenc,8,2097152,t_avg[usec],21202.5,21231.24,21307.32,21247.02
reduce,Unenc,8,4194304,t_avg[usec],42756.71,42736.06,43037.7,42843.49
