rank is 7 send time is 0.000000s
rank is 7 recv time is 0.000000s
rank is 7 isend time is 0.002662s
rank is 3 send time is 0.000000s
rank is 3 recv time is 0.000000s
rank is 3 isend time is 0.002085s
rank is 5 send time is 0.000000s
rank is 4 send time is 0.000000s
rank is 4 recv time is 0.000000s
rank is 4 isend time is 0.002402s
rank is 4 irecv time is 0.000160s
rank is 4 wait time is 0.008568s
rank is 7 irecv time is 0.000119s
rank is 7 wait time is 0.003515s
rank is 7 wait all time is 0.006148s
rank is 7 bcast time is 0.000000s
rank is 7 alltoall time is 0.000000s
rank is 3 irecv time is 0.000149s
rank is 7 alltoallv time is 0.000000s
rank is 7 reduce time is 0.000000s
rank is 7 allreduce time is 0.018106s
rank is 7 all comm time is 0.030550s
rank is 3 wait time is 0.008261s
rank is 6 send time is 0.000000s
rank is 3 wait all time is 0.005456s

rank is 3 bcast time is 0.000000s
rank is 6 recv time is 0.000000s
rank is 1 send time is 0.000000s
rank is 4 wait all time is 0.002976s
rank is 4 bcast time is 0.000000s
rank is 4 alltoall time is 0.000000s
rank is 6 isend time is 0.002390s
rank is 6 irecv time is 0.000075s
rank is 6 wait time is 0.006543s
rank is 6 wait all time is 0.003945s
rank is 6 bcast time is 0.000000s
rank is 6 alltoall time is 0.000000s
rank is 6 alltoallv time is 0.000000s
rank is 6 reduce time is 0.000000s
rank is 6 allreduce time is 0.012203s
rank is 6 all comm time is 0.025155s

rank is 3 alltoall time is 0.000000s
rank is 4 alltoallv time is 0.000000s
rank is 3 alltoallv time is 0.000000s
rank is 3 reduce time is 0.000000s
rank is 3 allreduce time is 0.016999s
rank is 3 all comm time is 0.032951s
rank is 1 recv time is 0.000000s
rank is 2 send time is 0.000000s
rank is 1 isend time is 0.001600s
rank is 4 reduce time is 0.000000s
rank is 4 allreduce time is 0.014135s
rank is 1 irecv time is 0.000154s
rank is 1 wait time is 0.009676s
rank is 1 wait all time is 0.004114s
rank is 1 bcast time is 0.000000s
rank is 4 all comm time is 0.028240s

Run completed:
rank is 5 recv time is 0.000000s
rank is 5 isend time is 0.002447s
rank is 5 irecv time is 0.000150s
rank is 5 wait time is 0.006937s
rank is 5 wait all time is 0.005117s
rank is 5 bcast time is 0.000000s
rank is 5 alltoall time is 0.000000s
rank is 5 alltoallv time is 0.000000s
rank is 5 reduce time is 0.000000s
rank is 2 recv time is 0.000000s
rank is 1 alltoall time is 0.000000s
rank is 1 alltoallv time is 0.000000s
rank is 1 reduce time is 0.000000s
rank is 1 allreduce time is 0.007337s
rank is 1 all comm time is 0.022881s

rank is 5 allreduce time is 0.014597s
rank is 5 all comm time is 0.029248s
rank is 2 isend time is 0.002185s
rank is 2 irecv time is 0.000153s
rank is 2 wait time is 0.010718s
rank is 2 wait all time is 0.002217s
rank is 2 bcast time is 0.000000s
rank is 2 alltoall time is 0.000000s
rank is 2 alltoallv time is 0.000000s
rank is 2 reduce time is 0.000000s
rank is 2 allreduce time is 0.010677s
rank is 2 all comm time is 0.025949s


rank is 0 send time is 0.000000s
rank is 0 recv time is 0.000000s
rank is 0 isend time is 0.001469s
rank is 0 irecv time is 0.000153s
rank is 0 wait time is 0.012013s
rank is 0 wait all time is 0.003214s
rank is 0 bcast time is 0.000000s
rank is 0 alltoall time is 0.000000s
rank is 0 alltoallv time is 0.000000s
rank is 0 reduce time is 0.000000s
rank is 0 allreduce time is 0.001171s
rank is 0 all comm time is 0.018019s
