rank is 7 send time is 0.000000s
rank is 7 recv time is 0.000000s
rank is 7 isend time is 0.005123s
rank is 7 irecv time is 0.000261s
rank is 7 wait time is 0.021973s
rank is 7 wait all time is 0.146551s
rank is 7 bcast time is 0.000000s
rank is 7 alltoall time is 0.000000s
rank is 7 alltoallv time is 0.000000s
rank is 7 reduce time is 0.000000s
rank is 7 allreduce time is 0.437236s
rank is 7 all comm time is 0.611145s

rank is 5 send time is 0.000000s
rank is 5 recv time is 0.000000s
rank is 5 isend time is 0.004899s
rank is 5 irecv time is 0.000295s
rank is 5 wait time is 0.084101s
rank is 5 wait all time is 0.283912s
rank is 5 bcast time is 0.000000s
rank is 5 alltoall time is 0.000000s
rank is 5 alltoallv time is 0.000000s
rank is 5 reduce time is 0.000000s
rank is 5 allreduce time is 0.336035s
rank is 5 all comm time is 0.709242s

rank is 4 send time is 0.000000s
rank is 4 recv time is 0.000000s
rank is 4 isend time is 0.004581s
rank is 4 irecv time is 0.000335s
rank is 4 wait time is 0.093294s
rank is 4 wait all time is 0.196992s
rank is 4 bcast time is 0.000000s
rank is 4 alltoall time is 0.000000s
rank is 4 alltoallv time is 0.000000s
rank is 4 reduce time is 0.000000s
rank is 4 allreduce time is 0.356222s
rank is 4 all comm time is 0.651424s


rank is 6 send time is 0.000000s
rank is 6 recv time is 0.000000s
rank is 6 isend time is 0.005075s
rank is 6 irecv time is 0.000300s
rank is 6 wait time is 0.030511s
rank is 6 wait all time is 0.221972s
rank is 6 bcast time is 0.000000s
rank is 6 alltoall time is 0.000000s
rank is 6 alltoallv time is 0.000000s
rank is 6 reduce time is 0.000000s
rank is 6 allreduce time is 0.399853s
rank is 6 all comm time is 0.657710s

rank is 1 send time is 0.000000s
rank is 1 recv time is 0.000000s
rank is 1 isend time is 0.003597s
rank is 1 irecv time is 0.000364s
rank is 1 wait time is 0.163633s
rank is 1 wait all time is 0.154144s
rank is 1 bcast time is 0.000000s
rank is 1 alltoall time is 0.000000s
rank is 1 alltoallv time is 0.000000s
rank is 1 reduce time is 0.000000s
rank is 1 allreduce time is 0.109123s
rank is 1 all comm time is 0.430862s

rank is 3 send time is 0.000000s
rank is 3 recv time is 0.000000s
rank is 3 isend time is 0.004517s
rank is 3 irecv time is 0.000313s
rank is 3 wait time is 0.087214s
rank is 3 wait all time is 0.299578s
rank is 3 bcast time is 0.000000s
rank is 3 alltoall time is 0.000000s
rank is 3 alltoallv time is 0.000000s
rank is 3 reduce time is 0.000000s
rank is 3 allreduce time is 0.225037s
rank is 3 all comm time is 0.616660s

rank is 2 send time is 0.000000s
rank is 2 recv time is 0.000000s
rank is 2 isend time is 0.003953s
rank is 2 irecv time is 0.000337s
rank is 2 wait time is 0.103502s
rank is 2 wait all time is 0.185194s
rank is 2 bcast time is 0.000000s
rank is 2 alltoall time is 0.000000s
rank is 2 alltoallv time is 0.000000s
rank is 2 reduce time is 0.000000s
rank is 2 allreduce time is 0.313189s
rank is 2 all comm time is 0.606173s

rank is 0 send time is 0.000000s
rank is 0 recv time is 0.000000s
rank is 0 isend time is 0.003103s
rank is 0 irecv time is 0.000347s
rank is 0 wait time is 0.184073s
rank is 0 wait all time is 0.240469s
rank is 0 bcast time is 0.000000s
rank is 0 alltoall time is 0.000000s
rank is 0 alltoallv time is 0.000000s
rank is 0 reduce time is 0.000000s
rank is 0 allreduce time is 0.016473s
rank is 0 all comm time is 0.444466s
