benchmark,mode,processes,bytes,metric,run1,run2,run3,avg_of_3runs
allgather,Enc,8,2097152,t_avg[usec],141593.83,120859.98,120492.81,127648.87333333332
allgather,Enc,8,4194304,t_avg[usec],288694.93,258748.76,276147.32,274530.33666666667
allgather,Unenc,2,0,t_avg[usec],0.03,0.03,0.04,0.03333333333333333
allgather,Unenc,2,2,t_avg[usec],30.37,33.84,31.08,31.763333333333335
allgather,Unenc,2,4,t_avg[usec],30.59,33.85,30.81,31.75
allgather,Unenc,2,8,t_avg[usec],30.46,33.99,30.76,31.736666666666668
allgather,Unenc,2,16,t_avg[usec],30.76,34.19,30.56,31.836666666666666
allgather,Unenc,2,32,t_avg[usec],30.96,34.42,30.36,31.913333333333334
allgather,Unenc,2,64,t_avg[usec],31.76,36.02,30.39,32.723333333333336
allgather,Unenc,2,128,t_avg[usec],33.65,37.44,32.22,34.43666666666667
allgather,Unenc,2,256,t_avg[usec],38.16,39.39,39.2,38.916666666666664
allgather,Unenc,2,512,t_avg[usec],44.95,45.91,42.82,44.56
allgather,Unenc,2,1024,t_avg[usec],58.62,58.69,55.76,57.69
allgather,Unenc,2,2048,t_avg[usec],89.55,89.88,85.0,88.14333333333333
allgather,Unenc,2,4096,t_avg[usec],96.39,96.19,92.86,95.14666666666666
allgather,Unenc,2,8192,t_avg[usec],133.67,133.53,130.4,132.53333333333333
allgather,Unenc,2,16384,t_avg[usec],210.38,210.01,204.95,208.44666666666666
allgather,Unenc,2,32768,t_avg[usec],352.98,352.85,347.75,351.1933333333333
allgather,Unenc,2,65536,t_avg[usec],999.23,948.64,1000.66,982.8433333333334
allgather,Unenc,2,131072,t_avg[usec],1809.77,1349.71,1848.89,1669.4566666666667
allgather,Unenc,2,262144,t_avg[usec],3843.6,2538.55,4009.95,3464.0333333333333
allgather,Unenc,2,524288,t_avg[usec],8238.52,4952.22,8307.62,7166.120000000001
allgather,Unenc,2,1048576,t_avg[usec],9760.98,9765.46,16712.16,12079.533333333333
allgather,Unenc,2,2097152,t_avg[usec],19382.73,19393.47,33538.81,24105.003333333334
allgather,Unenc,2,4194304,t_avg[usec],38663.88,38654.49,48307.35,41875.24
allgather,Unenc,4,0,t_avg[usec],0.03,0.03,0.03,0.03
allgather,Unenc,4,2,t_avg[usec],56.11,53.98,54.13,54.74
allgather,Unenc,4,4,t_avg[usec],56.73,53.82,54.01,54.85333333333333
allgather,Unenc,4,8,t_avg[usec],59.23,54.2,53.94,55.79
allgather,Unenc,4,16,t_avg[usec],55.92,54.29,55.01,55.07333333333333
allgather,Unenc,4,32,t_avg[usec],57.82,56.11,54.7,56.21
allgather,Unenc,4,64,t_avg[usec],58.15,57.36,58.27,57.92666666666667
allgather,Unenc,4,128,t_avg[usec],61.16,60.31,61.88,61.11666666666667
allgather,Unenc,4,256,t_avg[usec],68.66,68.79,68.64,68.69666666666667
allgather,Unenc,4,512,t_avg[usec],89.36,82.35,77.09,82.93333333333334
allgather,Unenc,4,1024,t_avg[usec],111.6,111.22,110.19,111.00333333333333
allgather,Unenc,4,2048,t_avg[usec],139.82,139.15,137.53,138.83333333333334
allgather,Unenc,4,4096,t_avg[usec],174.09,173.23,171.07,172.79666666666665
