benchmark,mode,processes,bytes,metric,run1,run2,run3,avg_of_3runs
bcast,Enc,8,4194304,t_avg[usec],43973.59,43912.57,43891.3,43925.82
bcast,Unenc,2,0,t_avg[usec],0.03,0.03,0.03,0.03
bcast,Unenc,2,2,t_avg[usec],23.54,18.9,23.11,21.849999999999998
bcast,Unenc,2,4,t_avg[usec],23.3,19.27,22.85,21.80666666666667
bcast,Unenc,2,8,t_avg[usec],23.63,19.4,23.14,22.056666666666665
bcast,Unenc,2,16,t_avg[usec],23.75,19.74,23.12,22.203333333333333
bcast,Unenc,2,32,t_avg[usec],23.89,19.87,23.43,22.39666666666667
bcast,Unenc,2,64,t_avg[usec],24.92,20.41,25.06,23.463333333333335
bcast,Unenc,2,128,t_avg[usec],26.8,22.23,27.31,25.446666666666665
bcast,Unenc,2,256,t_avg[usec],30.93,27.33,36.15,31.47
bcast,Unenc,2,512,t_avg[usec],33.57,33.12,39.62,35.43666666666667
bcast,Unenc,2,1024,t_avg[usec],46.64,46.85,46.8,46.763333333333335
bcast,Unenc,2,2048,t_avg[usec],55.32,55.54,56.2,55.68666666666667
bcast,Unenc,2,4096,t_avg[usec],63.95,65.56,64.71,64.74
bcast,Unenc,2,8192,t_avg[usec],87.6,89.81,87.2,88.20333333333333
bcast,Unenc,2,16384,t_avg[usec],127.28,127.01,127.23,127.17333333333333
bcast,Unenc,2,32768,t_avg[usec],206.04,206.07,206.54,206.21666666666667
bcast,Unenc,2,65536,t_avg[usec],354.7,353.34,354.3,354.11333333333334
bcast,Unenc,2,131072,t_avg[usec],1011.9,1016.01,1015.38,1014.43
bcast,Unenc,2,262144,t_avg[usec],1862.69,1864.42,1865.85,1864.32
bcast,Unenc,2,524288,t_avg[usec],4333.07,4327.55,4332.07,4330.8966666666665
bcast,Unenc,2,1048576,t_avg[usec],9194.48,9197.38,9207.53,9199.796666666667
bcast,Unenc,2,2097152,t_avg[usec],18924.52,18895.7,18974.9,18931.70666666667
bcast,Unenc,2,4194304,t_avg[usec],38381.55,38379.29,38415.04,38391.96
bcast,Unenc,4,0,t_avg[usec],0.02,0.03,0.03,0.026666666666666665
bcast,Unenc,4,2,t_avg[usec],38.9,39.92,35.79,38.20333333333333
bcast,Unenc,4,4,t_avg[usec],38.8,39.73,35.34,37.95666666666666
bcast,Unenc,4,8,t_avg[usec],39.21,39.83,35.67,38.236666666666665
bcast,Unenc,4,16,t_avg[usec],39.32,40.34,35.89,38.516666666666666
bcast,Unenc,4,32,t_avg[usec],39.91,40.11,35.59,38.53666666666667
bcast,Unenc,4,64,t_avg[usec],41.22,41.21,37.01,39.81333333333333
bcast,Unenc,4,128,t_avg[usec],43.28,43.05,39.35,41.89333333333333
bcast,Unenc,4,256,t_avg[usec],47.96,49.4,44.64,47.333333333333336
bcast,Unenc,4,512,t_avg[usec],52.82,45.56,50.04,49.473333333333336
bcast,Unenc,4,1024,t_avg[usec],64.59,56.09,65.5,62.06
bcast,Unenc,4,2048,t_avg[usec],67.21,65.85,63.62,65.56
bcast,Unenc,4,4096,t_avg[usec],97.9,106.14,99.29,101.11
bcast,Unenc,4,8192,t_avg[usec],141.79,147.48,145.94,145.07
bcast,Unenc,4,16384,t_avg[usec],239.27,256.29,257.87,251.14333333333335
bcast,Unenc,4,32768,t_avg[usec],385.35,396.19,385.7,389.08
bcast,Unenc,4,65536,t_avg[usec],698.48,696.78,714.2,703.1533333333333
bcast,Unenc,4,131072,t_avg[usec],1511.28,1520.33,1519.16,1516.9233333333334
bcast,Unenc,4,262144,t_avg[usec],2847.27,2859.67,2857.5,2854.8133333333335
bcast,Unenc,4,524288,t_avg[usec],5421.2,5456.84,5441.7,5439.913333333333
bcast,Unenc,4,1048576,t_avg[usec],11328.26,11377.25,11361.32,11355.61
bcast,Unenc,4,2097152,t_avg[usec],19401.04,19498.88,19486.43,19462.11666666667
bcast,Unenc,4,4194304,t_avg[usec],38785.55,38951.59,38946.36,38894.5
bcast,Unenc,8,0,t_avg[usec],0.03,0.03,0.03,0.03
bcast,Unenc,8,2,t_avg[usec],53.82,63.39,67.52,61.57666666666667
bcast,Unenc,8,4,t_avg[usec],52.85,63.1,67.41,61.12
bcast,Unenc,8,8,t_avg[usec],53.49,63.56,67.42,61.49
bcast,Unenc,8,16,t_avg[usec],52.42,63.71,67.37,61.16666666666667
bcast,Unenc,8,32,t_avg[usec],54.12,64.03,65.94,61.36333333333333
bcast,Unenc,8,64,t_avg[usec],55.66,65.93,65.4,62.330000000000005
bcast,Unenc,8,128,t_avg[usec],59.33,70.09,63.81,64.41
bcast,Unenc,8,256,t_avg[usec],68.21,77.7,69.56,71.82333333333334
bcast,Unenc,8,512,t_avg[usec],70.12,78.48,79.91,76.17
bcast,Unenc,8,1024,t_avg[usec],90.34,97.28,98.33,95.31666666666666
bcast,Unenc,8,2048,t_avg[usec],128.09,127.15,130.61,128.61666666666667
bcast,Unenc,8,4096,t_avg[usec],169.78,167.52,166.56,167.95333333333335
bcast,Unenc,8,8192,t_avg[usec],232.32,220.94,233.94,229.06666666666666
bcast,Unenc,8,16384,t_avg[usec],370.31,348.81,360.88,360.0
bcast,Unenc,8,32768,t_avg[usec],604.14,605.22,605.46,604.94
bcast,Unenc,8,65536,t_avg[usec],1106.25,1075.89,1086.11,1089.4166666666667
bcast,Unenc,8,131072,t_avg[usec],2441.59,2433.83,2422.21,2432.5433333333335
bcast,Unenc,8,262144,t_avg[usec],4752.81,4768.27,4764.59,4761.89
bcast,Unenc,8,524288,t_avg[usec],9183.53,9170.72,9192.69,9182.313333333334
bcast,Unenc,8,1048576,t_avg[usec],19554.36,19606.72,19586.14,19582.406666666666
bcast,Unenc,8,2097152,t_avg[usec],40123.7,40231.79,40404.41,40253.3
bcast,Unenc,8,4194304,t_avg[usec],42216.66,42068.35,42220.55,42168.520000000004
