file,runtime,mode,processes,elements,MFlops,Solver Flop,Solve Time
/mnt/ebi/shimojima/TPDP/Nekbone/test/example1/SGX/results/Nekbone-ENC-1processes-1.csv,TEE,ENC,1,2000,4.9467E+03,3.0300E+09,0.6232E+01
/mnt/ebi/shimojima/TPDP/Nekbone/test/example1/SGX/results/Nekbone-ENC-2processes-1.csv,TEE,ENC,2,2000,4.7627E+03,1.5150E+09,0.3237E+01
/mnt/ebi/shimojima/TPDP/Nekbone/test/example1/SGX/results/Nekbone-ENC-4processes-1.csv,TEE,ENC,4,2000,4.6927E+03,7.5750E+08,0.1642E+01
/mnt/ebi/shimojima/TPDP/Nekbone/test/example1/SGX/results/Nekbone-ENC-8processes-1.csv,TEE,ENC,8,2000,4.0465E+03,3.7875E+08,0.9524E+00
/mnt/ebi/shimojima/TPDP/Nekbone/test/example1/SGX/results/Nekbone-UNENC-1processes-1.csv,TEE,UNENC,1,2000,4.9612E+03,3.0300E+09,0.6214E+01
/mnt/ebi/shimojima/TPDP/Nekbone/test/example1/SGX/results/Nekbone-UNENC-2processes-1.csv,TEE,UNENC,2,2000,4.8862E+03,1.5150E+09,0.3155E+01
/mnt/ebi/shimojima/TPDP/Nekbone/test/example1/SGX/results/Nekbone-UNENC-4processes-1.csv,TEE,UNENC,4,2000,5.0132E+03,7.5750E+08,0.1537E+01
/mnt/ebi/shimojima/TPDP/Nekbone/test/example1/SGX/results/Nekbone-UNENC-8processes-1.csv,TEE,UNENC,8,2000,4.3718E+03,3.7875E+08,0.8815E+00
